Fibroblasts - CXCL12 - ACKR3 - Myofibroblast_Mesothelium	0.70168243620174
Fibroblasts - CXCL12 - ACKR3 - Pericytes	0.430802013881556
Endothelial - TGFB1 - ACVRL1 - Endothelial	0.840671118831985
Immune - TGFB1 - ACVRL1 - Endothelial	1.1489450918976
Endothelial - APLN - APLNR - Endothelial	1.34662548678037
Endothelial - HLA-A - APLP2 - Epithelial	0.477749173738161
Immune - HLA-A - APLP2 - Epithelial	0.549498198200674
Fibroblasts - EFEMP2 - AQP1 - Endothelial	0.697840767102843
Muscle - EFEMP2 - AQP1 - Endothelial	0.707600141959852
Myofibroblast_Mesothelium - EFEMP2 - AQP1 - Endothelial	0.835090983830741
Pericytes - GAS6 - AXL - Immune	0.469443054351788
Endothelial - ADAM10 - AXL - Immune	0.355835989176864
Endothelial - GAS6 - AXL - Immune	0.371236444637791
Endothelial - GAS6 - AXL - Pericytes	0.356344879609974
Pericytes - GAS6 - AXL - Pericytes	0.45455148932397
Endothelial - ADAM10 - AXL - Pericytes	0.340944424149046
Endothelial - LAMA5 - BCAM - Endothelial	0.637571284047444
Myofibroblast_Mesothelium - LAMA5 - BCAM - Endothelial	0.619425744546805
Endothelial - LAMA5 - BCAM - Pericytes	0.633445781385513
Myofibroblast_Mesothelium - LAMA5 - BCAM - Pericytes	0.615300241884874
Muscle - RGMA - BMPR2 - Endothelial	0.823986206675081
Myofibroblast_Mesothelium - BMP5 - BMPR2 - Endothelial	0.817197613829471
Pericytes - RGMA - BMPR2 - Endothelial	0.556622522577352
Myofibroblast_Mesothelium - BMP4 - BMPR2 - Endothelial	0.829737990551214
Epithelial - BMP2 - BMPR2 - Endothelial	0.659203637853848
Neural - RGMB - BMPR2 - Endothelial	0.578163074751376
Muscle - FST - BMPR2 - Endothelial	0.760143319987383
Epithelial - IHH - BOC - Muscle	0.421602800853679
Myofibroblast_Mesothelium - FN1 - C5AR1 - Immune	0.98747835027999
Endothelial - FN1 - C5AR1 - Immune	0.823343443217013
Muscle - FN1 - C5AR1 - Immune	1.00725022985867
Endothelial - GNAI2 - C5AR1 - Immune	1.09595068059739
Muscle - NCAM1 - CACNA1C - Muscle	0.393523834980313
Neural - NCAM1 - CACNA1C - Muscle	0.475735664251039
Muscle - NCAM1 - CACNA1C - Pericytes	0.429551748653294
Neural - NCAM1 - CACNA1C - Pericytes	0.51176357792402
Neural - CALCB - CALCRL - Endothelial	1.24443731452683
Immune - ICAM1 - CAV1 - Endothelial	1.07854522956269
Endothelial - ICAM1 - CAV1 - Endothelial	1.28960473637487
Neural - APP - CAV1 - Endothelial	1.07461990216432
Muscle - CYR61 - CAV1 - Endothelial	0.879913999969814
Endothelial - TGFB1 - CAV1 - Endothelial	0.866954029513376
Pericytes - CYR61 - CAV1 - Endothelial	0.793963303473569
