node1	node2	node1_type	node2_type	node1_prize	node2_prize	node1_pem	node2_pem	is_ct_edge	cost
Col1a1	Col1a2	Fibroblasts	Fibroblasts	0.15828276552969223	0.14478489246459111	0.6188835963166893	0.5790817953670376	FALSE	0.947513194885055
Col1a1	Col3a1	Fibroblasts	Fibroblasts	0.15828276552969223	0.0887105743331287	0.6188835963166893	0.551055246957261	FALSE	0.9312466200232034
Dcn	Sparc	Fibroblasts	Fibroblasts	0.030890166429708873	0.022822206953050053	0.6269253841996634	0.35689021179793107	FALSE	0.3472836619255937
Plat	Fn1	Myofibroblast_Mesothelium	Myofibroblast_Mesothelium	0.0360337280179699	0.053977012568459014	0.44346688124831446	0.3509119971999273	FALSE	0.5224035728145566
Postn	Igfbp3	Myofibroblast_Mesothelium	Myofibroblast_Mesothelium	0.08086424430039835	0.029971277267333393	0.6260153621311679	0.5975442966782298	FALSE	0.8705473106600421
Dcn	Cxcl12	Fibroblasts	Fibroblasts	0.030890166429708873	0.05810296982224343	0.6269253841996634	0.43205743039695965	FALSE	0.7551244959181627
Col6a2	Col1a1	Fibroblasts	Fibroblasts	0.059404400440299716	0.15828276552969223	0.34319549045857545	0.6188835963166893	FALSE	0.8684343932446583
Col1a1	Itgb1	Fibroblasts	Myofibroblast_Mesothelium	0.15828276552969223	0.02718522751011799	0.6188835963166893	0.1664480942311201	TRUE	0.8726209304999494
Cxcl12	Ackr3	Fibroblasts	Myofibroblast_Mesothelium	0.05810296982224343	0.09072289560714039	0.43205743039695965	0.6307242506429122	TRUE	0.9230732826582857
Plat	Dll1	Myofibroblast_Mesothelium	Myofibroblast_Mesothelium	0.0360337280179699	0.09600970869463368	0.44346688124831446	0.6848389593701594	FALSE	0.8679390741627534
Plat	Nsg1	Myofibroblast_Mesothelium	Myofibroblast_Mesothelium	0.0360337280179699	0.0316541559249119	0.44346688124831446	0.6496312299915509	FALSE	0.7519988557753572
Npy	Fn1	Myofibroblast_Mesothelium	Myofibroblast_Mesothelium	0.09965752446510952	0.053977012568459014	0.7627883232132818	0.3509119971999273	FALSE	0.7658894753702548
Col1a2	Sparc	Fibroblasts	Fibroblasts	0.14478489246459111	0.022822206953050053	0.5790817953670376	0.35689021179793107	FALSE	0.8980169610086923
Igfbp3	Cxcl14	Myofibroblast_Mesothelium	Myofibroblast_Mesothelium	0.029971277267333393	0.05721015581048417	0.5975442966782298	0.787728613635714	FALSE	0.9321049858540318
Postn	Plat	Myofibroblast_Mesothelium	Myofibroblast_Mesothelium	0.08086424430039835	0.0360337280179699	0.6260153621311679	0.44346688124831446	FALSE	0.8550400068058897
Plat	Ackr3	Myofibroblast_Mesothelium	Myofibroblast_Mesothelium	0.0360337280179699	0.09072289560714039	0.44346688124831446	0.6307242506429122	FALSE	0.8729978157794832
Pdgfd	Plat	Myofibroblast_Mesothelium	Myofibroblast_Mesothelium	0.09041238264866575	0.0360337280179699	0.727493226529476	0.44346688124831446	FALSE	0.8629936844693868
Bmp4	Ackr3	Myofibroblast_Mesothelium	Myofibroblast_Mesothelium	0.083964184441644385	0.09072289560714039	0.6573172705688001	0.6307242506429122	FALSE	0.8870745489580093
Thbs2	Itgb1	Fibroblasts	Myofibroblast_Mesothelium	0.10384105786433032	0.02718522751011799	0.7548231832166867	0.1664480942311201	TRUE	0.9290852024606654
Cxcl14	F2r	Myofibroblast_Mesothelium	Myofibroblast_Mesothelium	0.05721015581048417	0.0818423070538012	0.787728613635714	0.5928282560449316	FALSE	0.8668721346190581
Plat	Pdgfra	Myofibroblast_Mesothelium	Myofibroblast_Mesothelium	0.0360337280179699	0.0792373842769407	0.44346688124831446	0.6301612837498084	FALSE	0.8495783082113236
Bmp5	Nsg1	Myofibroblast_Mesothelium	Myofibroblast_Mesothelium	0.08675809691931467	0.0316541559249119	0.6975665327295925	0.6496312299915509	FALSE	0.9029993339597163
